Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,22:30,22.65,4.9,0.2164,353.6,116.75,0.6,0.0051,320.52,233.04,1.42,0.0061,328.05,113.42,1.18,0.0104,296.78
August,1,23:00,21.87,3.4,0.1556,356.63,99.22,1.15,0.0116,275.67,156.03,0.7,0.0045,321.08,98.89,0.55,0.0056,302.68
August,1,23:30,9.81,0.31,0.0318,232.56,80.94,1.17,0.0145,284.82,164.2,0.36,0.0022,334.21,86.26,0.51,0.0059,288.81
August,2,0:00,10.34,0.16,0.0153,296.15,59.93,2.05,0.0342,327.6,79.28,1.3,0.0164,304.84,53.11,0.7,0.0131,308.51
August,2,0:30,7.86,0.08,0.01,244.91,40.83,0.74,0.0181,337.21,53.13,1.3,0.0245,306.82,34.76,0.18,0.0053,295.62
August,2,1:00,5.23,0.04,0.0067,379.84,12.81,0.47,0.0367,453.8,52.05,1.84,0.0354,313.84,27.28,0.2,0.0073,303.18
August,2,1:30,5.49,0.05,0.0092,313.32,11.35,1.57,0.1383,363.55,37.73,1.11,0.0293,288.41,15.62,0.46,0.0294,390.19
August,2,2:00,4.0,0.01,0.0033,275.59,9.52,1.68,0.1767,370.15,25.37,0.93,0.0365,367.16,12.05,0.32,0.0262,400.96
August,2,2:30,3.57,0.0,0.0,294.17,8.11,0.32,0.04,349.66,17.98,0.3,0.0166,377.6,10.2,0.22,0.0216,452.52
August,2,3:00,3.27,0.0,0.0,259.48,6.55,0.05,0.0083,394.4,18.0,1.02,0.0565,384.39,3.32,0.19,0.0582,431.04
August,2,3:30,3.37,0.0,0.0,224.97,7.02,0.02,0.0033,366.08,12.72,0.07,0.0057,415.68,3.81,0.29,0.0764,357.15
August,2,4:00,3.0,0.0,0.0,239.46,5.8,0.02,0.0033,323.09,11.64,0.17,0.0143,462.33,2.76,0.2,0.0724,411.73
August,2,4:30,3.43,0.03,0.01,215.05,5.21,0.23,0.045,248.31,11.11,0.18,0.0166,526.05,2.85,0.23,0.0824,416.46
August,2,5:00,3.92,0.04,0.01,243.3,4.49,0.01,0.0033,774.45,13.56,0.18,0.0133,430.73,4.53,0.15,0.0325,360.22
August,2,5:30,6.58,0.16,0.025,321.68,6.86,0.04,0.0053,333.62,12.78,0.21,0.0167,271.83,4.13,0.05,0.0116,351.98
August,2,6:00,6.86,0.15,0.0217,296.77,6.9,0.12,0.0179,324.12,32.17,0.15,0.0047,259.41,12.32,0.3,0.0245,261.14
August,2,6:30,4.66,0.3,0.0642,287.38,9.49,1.55,0.1632,333.55,45.02,0.79,0.0175,270.06,17.28,0.61,0.0351,257.52
August,2,7:00,11.3,0.63,0.0558,300.7,11.16,0.09,0.0079,277.66,73.81,0.41,0.0056,266.79,28.47,0.79,0.0276,297.17
August,2,7:30,19.28,1.15,0.0595,316.21,18.2,0.21,0.0118,298.28,110.44,1.02,0.0092,266.45,44.27,0.73,0.0164,295.11
August,2,8:00,39.18,0.38,0.0097,272.68,31.77,0.06,0.0019,298.16,195.05,0.8,0.0041,279.43,83.98,0.53,0.0063,285.54
August,2,8:30,57.67,0.48,0.0084,263.52,47.0,0.19,0.004,301.63,268.95,1.1,0.0041,292.35,109.0,0.84,0.0077,313.05
August,2,9:00,65.37,0.25,0.0039,276.78,134.66,0.38,0.0028,306.33,350.28,1.23,0.0035,301.31,155.4,1.32,0.0085,307.19
August,2,9:30,77.34,0.69,0.0089,279.51,160.77,0.74,0.0046,313.42,434.6,6.48,0.0149,311.81,188.42,2.28,0.0121,289.68
August,2,10:00,86.37,0.38,0.0044,254.53,208.78,1.21,0.0058,314.46,498.55,6.78,0.0136,309.4,222.67,2.47,0.0111,280.74
August,2,10:30,116.09,0.45,0.0039,259.35,231.12,3.42,0.0148,325.62,560.35,9.92,0.0177,310.1,265.44,8.2,0.0309,304.75
August,2,11:00,121.81,0.55,0.0045,282.42,257.47,3.55,0.0138,327.12,572.13,8.07,0.0141,312.04,297.99,6.53,0.0219,295.65
August,2,11:30,123.91,1.36,0.011,285.85,301.18,4.52,0.015,328.97,609.97,4.76,0.0078,317.01,317.57,4.32,0.0136,297.0
August,2,12:00,142.77,2.56,0.0179,301.02,308.01,2.4,0.0078,321.9,642.84,5.98,0.0093,316.32,329.12,4.08,0.0124,294.89
August,2,12:30,149.18,3.39,0.0227,309.07,347.83,3.37,0.0097,324.63,647.6,10.1,0.0156,320.12,333.06,4.1,0.0123,292.74
August,2,13:00,167.93,2.94,0.0175,312.87,384.9,3.5,0.0091,324.03,658.27,8.89,0.0135,328.8,341.25,3.86,0.0113,298.34
August,2,13:30,170.88,2.41,0.0141,303.55,381.53,5.84,0.0153,320.21,656.26,11.68,0.0178,324.5,354.5,8.08,0.0228,305.79
August,2,14:00,160.89,2.2,0.0137,304.41,426.65,5.67,0.0133,336.25,651.74,7.43,0.0114,326.79,352.85,11.96,0.0339,297.5
August,2,14:30,172.39,5.17,0.03,295.92,423.47,5.34,0.0126,338.83,637.82,7.14,0.0112,323.55,357.02,33.45,0.0937,294.95
August,2,15:00,169.59,4.7,0.0277,285.81,407.09,1.34,0.0033,328.02,616.96,4.69,0.0076,331.66,349.19,26.75,0.0766,299.62
August,2,15:30,175.88,2.6,0.0148,283.96,419.04,2.14,0.0051,325.54,617.74,14.7,0.0238,327.89,333.66,45.58,0.1366,301.89
August,2,16:00,175.35,2.53,0.0144,306.63,437.26,2.01,0.0046,330.64,609.4,6.83,0.0112,326.3,317.85,25.84,0.0813,299.08
August,2,16:30,167.89,2.2,0.0131,320.75,388.34,1.55,0.004,335.27,590.3,2.42,0.0041,332.16,311.45,9.94,0.0319,305.6
August,2,17:00,144.61,2.59,0.0179,327.25,393.14,2.16,0.0055,341.75,574.33,2.13,0.0037,328.86,296.15,2.43,0.0082,301.38
August,2,17:30,133.58,2.04,0.0153,316.01,353.52,2.33,0.0066,335.2,538.03,1.13,0.0021,327.52,285.78,2.4,0.0084,291.51
August,2,18:00,118.36,1.67,0.0141,313.93,329.02,2.53,0.0077,334.01,495.02,1.49,0.003,328.98,267.28,1.36,0.0051,296.58
August,2,18:30,102.85,1.76,0.0171,291.64,303.61,4.04,0.0133,333.48,448.2,2.02,0.0045,330.24,238.16,1.48,0.0062,295.26
August,2,19:00,82.83,1.13,0.0136,284.1,275.95,3.73,0.0135,327.58,405.25,1.78,0.0044,323.98,204.64,1.35,0.0066,295.21
August,2,19:30,66.72,0.99,0.0149,282.16,236.7,1.47,0.0062,320.93,365.21,2.34,0.0064,324.72,193.09,4.71,0.0244,312.9
August,2,20:00,63.16,3.01,0.0477,273.6,204.39,1.29,0.0063,326.97,334.88,2.38,0.0071,316.18,168.72,4.61,0.0273,314.25
August,2,20:30,53.05,2.51,0.0474,276.73,193.65,0.91,0.0047,311.89,308.57,1.73,0.0056,329.38,158.13,2.25,0.0142,297.37
August,2,21:00,52.58,2.92,0.0555,286.76,182.8,1.75,0.0096,313.58,271.42,1.3,0.0048,329.86,138.52,4.52,0.0326,306.63
August,2,21:30,34.85,1.75,0.0502,306.11,170.6,1.88,0.011,316.08,227.36,0.57,0.0025,324.75,113.26,2.71,0.0239,310.84
August,2,22:00,38.0,0.93,0.0246,280.45,131.1,0.63,0.0048,309.01,224.98,0.85,0.0038,319.96,106.14,1.44,0.0136,301.99
August,2,22:30,32.3,5.36,0.1658,305.77,101.86,0.42,0.0041,318.41,195.74,1.82,0.0093,312.25,89.47,1.22,0.0136,286.73
August,2,23:00,28.33,4.91,0.1733,360.21,76.55,0.41,0.0053,269.62,147.17,1.18,0.008,309.18,70.67,0.42,0.0059,297.04
August,2,23:30,15.14,0.61,0.0402,275.8,68.02,0.24,0.0035,283.82,148.23,0.8,0.0054,331.08,61.81,0.67,0.0108,284.13
August,3,0:00,1.67,0.16,0.096,641.43,20.08,0.4,0.0201,375.6,26.75,0.23,0.0086,277.03,14.97,0.21,0.0142,300.44
August,3,0:30,1.07,0.06,0.059,377.8,11.49,0.09,0.0076,361.19,20.4,0.32,0.0158,290.96,13.15,0.07,0.0052,291.49
August,3,1:00,0.94,0.13,0.1382,400.2,5.44,0.15,0.028,413.3,16.61,0.27,0.0162,311.97,8.58,0.04,0.0046,292.51
August,3,1:30,0.71,0.23,0.3171,585.28,4.48,0.19,0.0419,391.45,12.42,0.21,0.0166,315.13,5.62,0.19,0.0346,374.27
August,3,2:00,0.71,0.04,0.0537,1047.0,3.84,0.0,0.001,357.48,8.09,0.42,0.0521,345.93,4.4,0.25,0.0572,390.22
August,3,2:30,0.64,0.0,0.005,694.12,2.13,0.0,0.0,369.35,6.04,0.22,0.036,336.46,3.63,0.34,0.0943,489.43
August,3,3:00,0.57,0.0,0.005,350.49,1.99,0.0,0.0,428.95,5.7,0.19,0.034,319.84,2.12,0.18,0.0865,468.5
August,3,3:30,0.53,0.0,0.005,411.2,1.4,0.0,0.0,488.1,4.49,0.06,0.0135,393.33,1.84,0.16,0.086,341.84
August,3,4:00,0.49,0.0,0.0,295.11,1.51,0.01,0.005,387.6,4.23,0.08,0.02,427.87,1.94,0.15,0.0783,397.59
August,3,4:30,0.61,0.0,0.005,262.5,1.83,0.0,0.0025,303.33,3.98,0.09,0.0221,452.51,2.16,0.3,0.1366,401.22
August,3,5:00,0.7,0.0,0.005,255.1,1.53,0.0,0.0025,653.89,4.69,0.11,0.0225,403.61,2.27,0.09,0.0382,388.47
August,3,5:30,1.04,0.01,0.01,320.71,1.97,0.02,0.0125,321.91,4.59,0.1,0.0226,252.95,2.24,0.03,0.012,373.76
August,3,6:00,1.26,0.1,0.083,306.4,2.46,0.26,0.1067,322.91,10.97,0.02,0.0014,272.72,5.3,0.15,0.029,266.74
August,3,6:30,1.29,0.22,0.1724,305.45,4.06,0.95,0.2342,340.41,17.62,0.17,0.0098,271.93,9.38,0.32,0.0339,259.9
August,3,7:00,2.98,0.15,0.0497,299.64,12.0,0.09,0.0071,290.83,31.94,0.06,0.0019,262.42,14.34,0.38,0.0267,296.92
August,3,7:30,4.81,0.25,0.0522,327.6,16.29,0.35,0.0215,299.79,53.71,0.21,0.0039,260.6,21.98,0.38,0.0174,290.52
August,3,8:00,15.12,0.17,0.011,269.41,41.56,0.24,0.0057,300.18,105.77,0.33,0.0031,276.72,47.62,0.42,0.0089,279.08
August,3,8:30,23.75,0.22,0.0091,291.6,57.51,0.27,0.0047,303.04,172.57,0.97,0.0056,286.61,68.47,0.63,0.0092,311.02
August,3,9:00,35.29,0.07,0.0021,305.34,97.79,0.26,0.0027,304.8,228.41,1.14,0.005,303.26,115.91,0.94,0.0081,307.67
August,3,9:30,47.96,0.31,0.0064,324.94,129.37,0.61,0.0047,312.43,296.86,5.79,0.0195,314.12,131.69,1.59,0.0121,294.91
August,3,10:00,60.26,0.28,0.0047,304.68,159.36,1.18,0.0074,320.31,355.69,5.19,0.0146,318.8,154.6,1.62,0.0105,301.32
August,3,10:30,62.72,0.2,0.0032,313.27,185.6,3.21,0.0173,328.02,398.05,5.65,0.0142,323.2,180.17,5.1,0.0283,313.81
August,3,11:00,65.54,0.13,0.002,320.45,210.44,2.44,0.0116,332.54,417.38,4.13,0.0099,332.93,194.96,3.98,0.0204,313.66
August,3,11:30,67.38,0.58,0.0086,316.3,234.67,3.26,0.0139,337.46,436.37,4.23,0.0097,337.48,208.18,3.0,0.0144,313.62
August,3,12:00,69.57,0.96,0.0138,309.09,235.87,2.17,0.0092,328.47,463.1,4.03,0.0087,336.87,213.2,1.9,0.0089,317.72
August,3,12:30,71.72,1.46,0.0203,307.98,242.67,1.92,0.0079,333.36,467.88,5.94,0.0127,336.32,215.77,2.14,0.0099,313.54
August,3,13:00,71.36,1.08,0.0152,308.77,247.68,1.88,0.0076,332.84,467.99,5.19,0.0111,346.26,219.27,2.39,0.0109,318.22
August,3,13:30,71.61,0.86,0.012,316.62,249.77,3.07,0.0123,330.89,459.55,10.02,0.0218,346.6,222.63,7.5,0.0337,328.05
August,3,14:00,71.5,0.83,0.0116,313.5,267.63,3.37,0.0126,336.33,473.45,9.66,0.0204,348.71,230.48,10.92,0.0474,322.03
August,3,14:30,75.34,2.29,0.0304,309.38,267.19,6.28,0.0235,340.81,457.26,12.76,0.0279,347.29,235.75,27.7,0.1175,323.61
August,3,15:00,75.3,2.21,0.0294,314.89,264.38,1.56,0.0059,327.84,458.16,4.67,0.0102,345.15,237.32,22.31,0.094,324.49
August,3,15:30,77.62,1.58,0.0204,306.37,266.43,2.77,0.0104,328.13,453.82,1.77,0.0039,346.21,233.88,35.41,0.1514,325.12
August,3,16:00,71.8,0.95,0.0132,305.95,269.9,1.48,0.0055,334.75,456.05,0.82,0.0018,344.95,235.36,19.86,0.0844,327.79
August,3,16:30,69.83,0.86,0.0123,300.69,258.53,0.47,0.0018,340.13,437.93,0.7,0.0016,346.46,232.01,7.73,0.0333,331.67
August,3,17:00,65.17,1.15,0.0176,306.88,258.17,1.08,0.0042,334.65,420.39,1.14,0.0027,340.83,222.12,1.87,0.0084,330.94
August,3,17:30,61.25,1.0,0.0163,305.89,243.45,1.1,0.0045,333.18,381.92,1.11,0.0029,341.31,204.74,1.84,0.009,328.34
August,3,18:00,50.28,0.74,0.0148,298.93,213.72,1.43,0.0067,334.14,351.7,1.65,0.0047,344.31,182.45,0.88,0.0048,330.75
August,3,18:30,44.68,0.71,0.016,320.29,206.4,1.4,0.0068,335.22,308.69,1.11,0.0036,345.92,170.4,1.01,0.0059,329.38
August,3,19:00,29.34,0.4,0.0137,315.66,178.21,1.64,0.0092,330.97,263.22,0.97,0.0037,345.73,151.49,0.86,0.0057,324.91
August,3,19:30,24.1,0.4,0.0167,316.74,164.25,1.17,0.0071,332.44,237.59,1.71,0.0072,347.54,132.93,3.06,0.023,331.93
August,3,20:00,17.9,0.58,0.0326,306.12,135.72,1.1,0.0081,332.59,216.58,2.23,0.0103,352.2,120.24,2.95,0.0245,324.32
August,3,20:30,15.29,0.57,0.037,309.65,112.39,0.81,0.0072,318.46,179.35,1.78,0.0099,338.36,108.09,1.53,0.0142,321.14
August,3,21:00,13.76,0.84,0.061,304.34,93.8,0.81,0.0086,312.5,158.72,1.03,0.0065,336.11,87.02,2.11,0.0243,327.47
August,3,21:30,9.93,0.43,0.0438,296.81,86.21,0.57,0.0066,318.09,131.12,0.34,0.0026,331.03,65.34,1.37,0.021,330.06
August,3,22:00,8.39,0.34,0.0406,309.05,70.12,0.25,0.0035,305.35,109.31,0.45,0.0041,325.04,60.81,0.75,0.0123,333.79
August,3,22:30,5.51,1.11,0.2008,288.98,57.46,0.09,0.0015,312.11,85.66,0.62,0.0072,321.58,48.92,0.55,0.0113,324.47
August,3,23:00,5.03,0.48,0.0953,293.4,38.92,0.07,0.0017,303.31,63.27,0.45,0.0071,318.82,39.1,0.16,0.004,337.46
August,3,23:30,2.69,0.05,0.0173,303.47,31.33,0.06,0.0019,292.44,48.94,0.2,0.004,334.69,30.16,0.18,0.0061,332.82
August,4,0:00,6.38,0.08,0.0132,315.61,47.1,0.3,0.0064,328.86,85.74,0.49,0.0057,325.81,51.38,0.42,0.0082,303.25
August,4,0:30,7.03,0.02,0.0035,317.12,28.25,0.19,0.0068,328.91,64.28,0.44,0.0069,329.33,35.57,0.18,0.0052,330.19
August,4,1:00,3.29,0.05,0.0156,401.46,12.5,0.21,0.0165,365.78,45.68,0.28,0.0062,336.42,26.97,0.06,0.0021,365.76
August,4,1:30,2.99,0.06,0.0205,341.39,7.2,0.13,0.0183,365.8,32.85,0.32,0.0096,336.44,26.71,0.69,0.026,380.95
August,4,2:00,2.0,0.03,0.0153,364.64,5.4,0.02,0.0037,356.26,22.39,0.64,0.0285,289.76,18.68,0.44,0.0233,377.9
August,4,2:30,1.86,0.01,0.005,297.26,3.99,0.0,0.0,314.52,22.43,0.56,0.025,263.16,16.23,0.14,0.0088,389.98
August,4,3:00,1.83,0.0,0.0,296.53,3.44,0.0,0.0,476.86,15.84,0.58,0.0368,282.02,3.22,0.02,0.0062,408.02
August,4,3:30,1.84,0.0,0.0,302.14,3.22,0.0,0.0,392.43,14.56,0.27,0.0185,337.64,2.1,0.03,0.0125,332.81
August,4,4:00,1.79,0.0,0.0,263.35,2.99,0.0,0.0,353.04,13.34,0.36,0.027,319.25,1.52,0.01,0.0065,332.71
August,4,4:30,1.81,0.0,0.0,210.8,3.03,0.0,0.0,258.2,14.07,0.35,0.025,327.26,1.86,0.06,0.0314,431.07
August,4,5:00,1.69,0.0,0.0,242.44,3.34,0.0,0.0,658.97,13.86,0.24,0.0173,302.02,2.15,0.03,0.0139,338.4
August,4,5:30,2.27,0.0,0.0,401.47,3.7,0.06,0.015,370.35,19.28,0.36,0.0187,253.66,2.32,0.02,0.0078,355.11
August,4,6:00,2.43,0.0,0.0,293.53,5.39,0.4,0.075,351.81,35.4,0.32,0.0089,289.81,13.82,0.14,0.01,271.31
August,4,6:30,4.73,0.5,0.1054,263.28,9.28,2.94,0.3165,392.28,58.31,1.2,0.0205,259.74,22.69,1.52,0.0668,277.65
August,4,7:00,9.46,0.73,0.0774,279.13,29.75,0.32,0.0107,264.21,103.59,0.57,0.0055,271.04,34.41,0.34,0.0099,263.6
August,4,7:30,15.56,0.84,0.0539,306.03,53.11,1.27,0.024,299.14,163.36,0.96,0.0059,263.58,77.28,0.82,0.0106,281.43
August,4,8:00,47.33,0.57,0.012,275.19,100.18,0.83,0.0083,291.35,286.93,0.77,0.0027,283.16,131.75,1.44,0.0109,289.12
August,4,8:30,91.92,1.26,0.0137,294.57,157.48,1.54,0.0098,297.55,423.76,1.7,0.004,309.1,194.04,1.73,0.0089,286.19
August,4,9:00,121.06,0.94,0.0078,303.84,216.94,1.02,0.0047,299.44,617.63,3.21,0.0052,310.5,277.66,5.22,0.0188,288.21
August,4,9:30,167.08,1.35,0.0081,310.59,289.98,1.83,0.0063,312.49,767.67,11.59,0.0151,319.31,355.85,5.23,0.0147,296.66
August,4,10:00,193.22,0.73,0.0038,309.09,361.4,2.6,0.0072,314.1,911.48,12.03,0.0132,323.09,430.08,7.18,0.0167,298.12
August,4,10:30,218.47,0.83,0.0038,312.83,390.91,11.73,0.03,333.68,986.78,12.73,0.0129,330.65,457.97,10.44,0.0228,305.19
August,4,11:00,235.41,0.78,0.0033,315.54,441.74,4.59,0.0104,332.17,1094.89,10.07,0.0092,336.01,500.95,5.76,0.0115,323.79
August,4,11:30,257.0,1.54,0.006,316.13,454.01,5.63,0.0124,337.87,1141.41,8.9,0.0078,338.34,566.83,6.75,0.0119,320.06
August,4,12:00,262.46,2.23,0.0085,318.62,522.81,4.18,0.008,341.61,1146.78,8.83,0.0077,338.47,572.9,6.82,0.0119,320.02
August,4,12:30,263.27,3.53,0.0134,310.41,542.12,6.51,0.012,342.23,1144.88,12.71,0.0111,340.26,581.39,11.92,0.0205,319.97
August,4,13:00,252.19,2.42,0.0096,317.62,565.02,4.58,0.0081,338.49,1147.21,5.51,0.0048,344.29,584.01,11.86,0.0203,323.27
August,4,13:30,255.17,1.51,0.0059,324.63,557.11,8.91,0.016,342.96,1150.73,13.12,0.0114,344.31,578.96,29.47,0.0509,328.39
August,4,14:00,262.16,2.52,0.0096,322.38,581.78,3.9,0.0067,338.44,1172.45,9.85,0.0084,348.18,596.76,12.29,0.0206,327.45
August,4,14:30,255.47,2.78,0.0109,326.66,591.91,4.74,0.008,344.99,1167.36,9.57,0.0082,350.87,595.96,10.67,0.0179,324.32
August,4,15:00,256.95,2.95,0.0115,320.07,591.17,2.13,0.0036,339.04,1153.89,5.19,0.0045,351.94,593.51,4.1,0.0069,323.94
August,4,15:30,259.23,2.49,0.0096,321.03,588.48,1.94,0.0033,338.46,1154.35,3.35,0.0029,349.71,585.19,4.1,0.007,319.91
August,4,16:00,259.09,1.97,0.0076,324.8,599.7,1.5,0.0025,342.87,1132.67,3.85,0.0034,351.37,597.99,2.99,0.005,321.09
August,4,16:30,254.4,1.3,0.0051,332.02,562.7,1.46,0.0026,337.24,1083.88,3.36,0.0031,353.78,576.65,2.94,0.0051,326.61
August,4,17:00,219.01,1.25,0.0057,321.43,533.53,2.56,0.0048,344.38,1030.03,4.12,0.004,353.13,545.29,1.74,0.0032,327.15
August,4,17:30,184.07,1.25,0.0068,329.52,512.24,2.97,0.0058,348.79,937.61,5.25,0.0056,351.67,507.43,1.83,0.0036,334.23
